2026-02-10 15:47:17.135 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1242) | response=81 tokens | total=1.32K tokens (1323) | latency=4248ms
2026-02-17 10:04:25.175 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.55K tokens (7548) | response=172 tokens | total=7.72K tokens (7720) | latency=4084ms
2026-02-17 10:05:01.828 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1177) | response=95 tokens | total=1.27K tokens (1272) | latency=2355ms
2026-02-17 10:05:05.329 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.25K tokens (1247) | response=131 tokens | total=1.38K tokens (1378) | latency=2117ms
2026-02-17 10:05:06.557 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.37K tokens (1373) | response=51 tokens | total=1.42K tokens (1424) | latency=973ms
2026-02-17 10:05:08.629 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1468) | response=137 tokens | total=1.61K tokens (1605) | latency=1696ms
2026-02-17 10:05:10.436 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.59K tokens (1590) | response=102 tokens | total=1.69K tokens (1692) | latency=1676ms
2026-02-17 10:05:11.436 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.69K tokens (1694) | response=45 tokens | total=1.74K tokens (1739) | latency=886ms
2026-02-17 10:05:12.992 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1713) | response=48 tokens | total=1.76K tokens (1761) | latency=1350ms
2026-02-17 10:05:14.423 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.70K tokens (1698) | response=71 tokens | total=1.77K tokens (1769) | latency=1349ms
2026-02-17 10:05:16.030 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1666) | response=36 tokens | total=1.70K tokens (1702) | latency=1567ms
2026-02-17 11:12:51.733 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1510) | response=76 tokens | total=1.59K tokens (1586) | latency=2730ms
2026-02-17 11:13:00.385 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1599) | response=81 tokens | total=1.68K tokens (1680) | latency=1066ms
2026-02-17 11:13:04.127 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1712) | response=88 tokens | total=1.80K tokens (1800) | latency=1230ms
2026-02-17 11:13:08.748 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1807) | response=21 tokens | total=1.83K tokens (1828) | latency=1030ms
2026-02-17 11:13:09.742 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1872) | response=45 tokens | total=1.92K tokens (1917) | latency=982ms
2026-02-17 11:13:21.732 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=33 tokens | total=2.03K tokens (2025) | latency=925ms
2026-02-17 11:13:23.315 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1991) | response=48 tokens | total=2.04K tokens (2039) | latency=1539ms
2026-02-17 11:13:28.014 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2030) | response=81 tokens | total=2.11K tokens (2111) | latency=1177ms
2026-02-17 11:13:30.095 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2024) | response=101 tokens | total=2.13K tokens (2125) | latency=1366ms
2026-02-17 11:13:31.796 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.08K tokens (2077) | response=102 tokens | total=2.18K tokens (2179) | latency=1669ms
2026-02-17 11:13:33.876 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2053) | response=111 tokens | total=2.16K tokens (2164) | latency=1616ms
2026-02-17 11:17:55.633 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.32K tokens (2315) | response=184 tokens | total=2.50K tokens (2499) | latency=231619ms
2026-02-17 11:17:58.369 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2225) | response=155 tokens | total=2.38K tokens (2380) | latency=2714ms
2026-02-17 11:18:02.956 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.41K tokens (2408) | response=149 tokens | total=2.56K tokens (2557) | latency=4565ms
2026-02-17 11:18:04.330 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.56K tokens (2563) | response=89 tokens | total=2.65K tokens (2652) | latency=1370ms
2026-02-17 11:18:09.773 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1177) | response=95 tokens | total=1.27K tokens (1272) | latency=2507ms
2026-02-17 11:18:15.370 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.25K tokens (1247) | response=131 tokens | total=1.38K tokens (1378) | latency=1830ms
2026-02-17 11:18:16.534 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.37K tokens (1373) | response=51 tokens | total=1.42K tokens (1424) | latency=1074ms
2026-02-17 11:18:18.422 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1468) | response=137 tokens | total=1.61K tokens (1605) | latency=1644ms
2026-02-17 11:18:20.151 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.59K tokens (1590) | response=102 tokens | total=1.69K tokens (1692) | latency=1678ms
2026-02-17 11:18:21.110 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.69K tokens (1694) | response=45 tokens | total=1.74K tokens (1739) | latency=869ms
2026-02-17 11:18:22.850 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1713) | response=34 tokens | total=1.75K tokens (1747) | latency=1561ms
2026-02-17 11:18:23.925 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.68K tokens (1678) | response=68 tokens | total=1.75K tokens (1746) | latency=962ms
2026-02-17 11:18:24.706 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.68K tokens (1683) | response=36 tokens | total=1.72K tokens (1719) | latency=704ms
2026-02-17 11:27:44.927 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1510) | response=76 tokens | total=1.59K tokens (1586) | latency=2783ms
2026-02-17 11:27:53.577 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1599) | response=81 tokens | total=1.68K tokens (1680) | latency=931ms
2026-02-17 11:27:57.468 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1712) | response=88 tokens | total=1.80K tokens (1800) | latency=1098ms
2026-02-17 11:28:02.515 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1807) | response=21 tokens | total=1.83K tokens (1828) | latency=965ms
2026-02-17 11:28:03.679 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1872) | response=45 tokens | total=1.92K tokens (1917) | latency=1154ms
2026-02-17 11:28:13.055 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=33 tokens | total=2.03K tokens (2025) | latency=1544ms
2026-02-17 11:28:14.751 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1991) | response=48 tokens | total=2.04K tokens (2039) | latency=1649ms
2026-02-17 11:28:19.405 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2030) | response=81 tokens | total=2.11K tokens (2111) | latency=1180ms
2026-02-17 11:28:21.729 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2024) | response=101 tokens | total=2.13K tokens (2125) | latency=1628ms
2026-02-17 11:28:23.308 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.08K tokens (2077) | response=102 tokens | total=2.18K tokens (2179) | latency=1544ms
2026-02-17 11:28:55.575 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.40K tokens (2404) | response=137 tokens | total=2.54K tokens (2541) | latency=2159ms
2026-02-17 11:28:59.925 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.38K tokens (2378) | response=34 tokens | total=2.41K tokens (2412) | latency=1348ms
2026-02-17 11:29:08.650 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.51K tokens (2510) | response=102 tokens | total=2.61K tokens (2612) | latency=1941ms
2026-02-17 11:29:09.832 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.70K tokens (2695) | response=83 tokens | total=2.78K tokens (2778) | latency=1185ms
2026-02-17 11:29:14.750 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1177) | response=95 tokens | total=1.27K tokens (1272) | latency=2353ms
2026-02-17 11:29:16.949 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.53K tokens (1531) | response=79 tokens | total=1.61K tokens (1610) | latency=1097ms
2026-02-17 11:29:20.779 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.80K tokens (1795) | response=122 tokens | total=1.92K tokens (1917) | latency=3831ms
2026-02-17 12:07:14.743 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1510) | response=76 tokens | total=1.59K tokens (1586) | latency=3033ms
2026-02-17 12:07:23.752 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1599) | response=81 tokens | total=1.68K tokens (1680) | latency=946ms
2026-02-17 12:07:28.204 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1712) | response=88 tokens | total=1.80K tokens (1800) | latency=1218ms
2026-02-17 12:07:33.406 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1807) | response=21 tokens | total=1.83K tokens (1828) | latency=1041ms
2026-02-17 12:07:34.511 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1872) | response=45 tokens | total=1.92K tokens (1917) | latency=1081ms
2026-02-17 12:07:46.528 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=33 tokens | total=2.03K tokens (2025) | latency=799ms
2026-02-17 12:07:48.010 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1991) | response=48 tokens | total=2.04K tokens (2039) | latency=1379ms
2026-02-17 12:07:49.217 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2030) | response=81 tokens | total=2.11K tokens (2111) | latency=1115ms
2026-02-17 12:07:54.453 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2024) | response=101 tokens | total=2.13K tokens (2125) | latency=1545ms
2026-02-17 12:08:29.490 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.33K tokens (2330) | response=143 tokens | total=2.47K tokens (2473) | latency=4836ms
2026-02-17 12:08:55.514 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.60K tokens (2600) | response=72 tokens | total=2.67K tokens (2672) | latency=1508ms
2026-02-17 12:09:01.659 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1177) | response=95 tokens | total=1.27K tokens (1272) | latency=2279ms
2026-02-17 12:09:08.480 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.53K tokens (1529) | response=80 tokens | total=1.61K tokens (1609) | latency=1248ms
2026-02-17 12:09:09.442 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1793) | response=24 tokens | total=1.82K tokens (1817) | latency=943ms
2026-02-17 13:18:26.176 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1510) | response=76 tokens | total=1.59K tokens (1586) | latency=3073ms
2026-02-17 13:18:34.954 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1599) | response=81 tokens | total=1.68K tokens (1680) | latency=1013ms
2026-02-17 13:18:38.460 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1712) | response=88 tokens | total=1.80K tokens (1800) | latency=1074ms
2026-02-17 13:18:42.972 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1807) | response=21 tokens | total=1.83K tokens (1828) | latency=972ms
2026-02-17 13:18:44.007 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1872) | response=45 tokens | total=1.92K tokens (1917) | latency=1029ms
2026-02-17 13:18:57.568 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=33 tokens | total=2.03K tokens (2025) | latency=967ms
2026-02-17 13:18:59.017 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1991) | response=48 tokens | total=2.04K tokens (2039) | latency=1410ms
2026-02-17 13:19:04.270 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2030) | response=81 tokens | total=2.11K tokens (2111) | latency=1425ms
2026-02-17 13:19:06.092 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2024) | response=101 tokens | total=2.13K tokens (2125) | latency=1497ms
2026-02-17 13:19:07.612 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.08K tokens (2077) | response=102 tokens | total=2.18K tokens (2179) | latency=1487ms
2026-02-17 13:19:09.791 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2053) | response=111 tokens | total=2.16K tokens (2164) | latency=1807ms
2026-02-17 13:19:13.999 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.06K tokens (2058) | response=88 tokens | total=2.15K tokens (2146) | latency=1236ms
2026-02-17 13:19:23.185 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.97K tokens (1971) | response=142 tokens | total=2.11K tokens (2113) | latency=9182ms
2026-02-17 13:19:28.023 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1948) | response=125 tokens | total=2.07K tokens (2073) | latency=4815ms
2026-02-17 13:20:02.337 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.49K tokens (2485) | response=108 tokens | total=2.59K tokens (2593) | latency=5857ms
2026-02-17 13:20:03.349 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.66K tokens (2662) | response=44 tokens | total=2.71K tokens (2706) | latency=998ms
2026-02-17 13:20:07.353 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1177) | response=95 tokens | total=1.27K tokens (1272) | latency=1282ms
2026-02-17 13:20:09.474 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.53K tokens (1529) | response=72 tokens | total=1.60K tokens (1601) | latency=997ms
2026-02-17 13:20:10.283 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1793) | response=24 tokens | total=1.82K tokens (1817) | latency=800ms
2026-02-17 15:30:41.386 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1510) | response=76 tokens | total=1.59K tokens (1586) | latency=3405ms
2026-02-17 15:30:49.840 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1599) | response=81 tokens | total=1.68K tokens (1680) | latency=1037ms
2026-02-17 15:31:22.036 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.97K tokens (1970) | response=116 tokens | total=2.09K tokens (2086) | latency=1960ms
2026-02-17 15:31:53.658 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.36K tokens (2356) | response=51 tokens | total=2.41K tokens (2407) | latency=1424ms
2026-02-17 15:31:55.496 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.47K tokens (2473) | response=84 tokens | total=2.56K tokens (2557) | latency=1638ms
2026-02-17 15:31:56.500 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.54K tokens (2538) | response=45 tokens | total=2.58K tokens (2583) | latency=983ms
2026-02-17 15:32:08.311 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.57K tokens (2569) | response=33 tokens | total=2.60K tokens (2602) | latency=844ms
2026-02-17 15:32:10.224 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.29K tokens (2286) | response=48 tokens | total=2.33K tokens (2334) | latency=1818ms
2026-02-17 15:32:14.797 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2053) | response=84 tokens | total=2.14K tokens (2137) | latency=1289ms
2026-02-17 15:32:16.789 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2024) | response=101 tokens | total=2.13K tokens (2125) | latency=1619ms
2026-02-17 15:32:18.638 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.08K tokens (2077) | response=102 tokens | total=2.18K tokens (2179) | latency=1756ms
2026-02-17 15:32:21.658 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2053) | response=111 tokens | total=2.16K tokens (2164) | latency=1786ms
2026-02-17 15:32:26.630 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.06K tokens (2058) | response=88 tokens | total=2.15K tokens (2146) | latency=1524ms
2026-02-17 15:32:36.366 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.97K tokens (1971) | response=142 tokens | total=2.11K tokens (2113) | latency=9732ms
2026-02-17 15:32:38.674 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1948) | response=125 tokens | total=2.07K tokens (2073) | latency=2260ms
2026-02-17 15:33:40.570 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2183) | response=108 tokens | total=2.29K tokens (2291) | latency=1808ms
2026-02-17 15:33:42.507 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2176) | response=70 tokens | total=2.25K tokens (2246) | latency=1468ms
2026-02-17 15:33:53.255 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.15K tokens (2145) | response=146 tokens | total=2.29K tokens (2291) | latency=5732ms
2026-02-17 15:34:43.524 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.43K tokens (2428) | response=98 tokens | total=2.53K tokens (2526) | latency=3621ms
2026-02-17 15:35:53.794 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.70K tokens (2698) | response=145 tokens | total=2.84K tokens (2843) | latency=10212ms
2026-02-17 15:37:00.036 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1177) | response=95 tokens | total=1.27K tokens (1272) | latency=2522ms
